0,1,2,3,4,label,model
0.11258700601928154,0.3617115058048501,1.0,0.17948101401168903,0.3617115058048501,0,VGG16
0.3144342826488867,0.03745827752880431,0.3144342826488867,0.01820048836044034,0.6190131276298305,0,VGG16
0.2598116889838875,1.0,0.6397008331655275,1.0,0.3971548731055362,0,VGG16
0.06643398344550648,0.10939037437173359,0.03895890691668698,0.0118483186198223,0.2474045959647608,1,VGG16
0.32992598921001226,0.7855912405056849,0.03237531301263526,0.24472412996923487,0.5231786742342344,1,VGG16
0.07752642853004313,0.02675295333501779,0.5290429993288615,0.010140636579563614,0.3426320498104898,1,VGG16
0.8506481313726244,0.788583330938792,1.0,0.11673517419010174,1.0,2,VGG16
1.0,0.41428256531816254,1.0,0.423284554558631,0.9371292948414705,2,VGG16
0.6519481643997331,0.5209878900317955,0.15043142480800864,0.012248908875600794,0.6519481643997331,2,VGG16
1.0,1.0,0.3149845056492422,1.0,1.0,3,VGG16
1.0,0.23652220797080786,0.04106377233456948,1.0,1.0,3,VGG16
0.4004478741767721,0.006352200938258805,0.02448322005165197,0.06803973432889897,0.4004478741767721,3,VGG16
0.6971090425069301,0.41377681679715694,1.0,0.41505550471444075,0.7531512622353983,0,VGG19
0.3144342826488867,0.0006782253167890387,1.0,0.24299856150631405,1.0,0,VGG19
1.0,0.17781657459367878,0.5872928827143731,0.5872928827143731,0.5784057342091655,0,VGG19
0.26199314545213803,0.18682041088571796,0.17948101401168903,0.06892377279720618,0.11673517419010174,1,VGG19
0.24472412996923487,0.41001045697432714,1.0,0.5864618504759359,0.13594883744355848,1,VGG19
0.7284252438354656,0.2763834685586909,0.023849100861692854,0.02831811275662505,0.6690716746495358,1,VGG19
1.0,0.8165684476416811,0.997112079959799,0.5113651333075795,0.9289858648925493,2,VGG19
1.0,0.7189279230907304,0.03480757492190465,0.2372958159006027,0.9714418047424508,2,VGG19
0.3635890376126272,0.012248908875600794,0.42634914174327676,0.21998814118222138,0.5142612354948486,2,VGG19
1.0,1.0,0.8474266887065198,0.632667091410867,0.9238620952438672,3,VGG19
0.3804048653768397,0.23652220797080786,1.0,1.0,1.0,3,VGG19
0.029664704654977673,0.0004510552597041369,0.11005342649639811,1.0,0.5673663140318135,3,VGG19
0.11514030494978167,0.11514030494978167,0.788583330938792,0.8479502463935732,0.5113651333075795,0,DenseNet121
0.00250186574078861,0.05144590871351246,0.00885949787988946,0.15723856166066016,0.03745827752880431,0,DenseNet121
1.0,0.5784057342091655,0.2690244522746404,0.8715562805591437,0.8715562805591437,0,DenseNet121
0.04097964796492216,0.4762087317104583,0.2474045959647608,0.15636012013560208,0.06778289258501366,1,DenseNet121
0.24140594515668706,0.7855912405056849,0.9826475468365796,0.35829722611478443,0.38664673681420825,1,DenseNet121
0.0672891270974952,0.42347005010552097,0.0672891270974952,0.2763834685586909,0.05795615049724755,1,DenseNet121
0.6971090425069301,0.7846651223906124,1.0,1.0,0.9138755672431087,2,DenseNet121
1.0,1.0,0.8302907279587683,0.5731004937193698,1.0,2,DenseNet121
0.012888258646042252,0.5209878900317955,0.3635890376126272,0.04527807595152552,0.09566005876951647,2,DenseNet121
0.12891036058574382,0.9508166334367364,0.5934734720902882,1.0,1.0,3,DenseNet121
1.0,1.0,0.23652220797080786,1.0,0.6342224554515463,3,DenseNet121
0.0012317845147588279,0.11005342649639811,0.2430463048692883,0.2430463048692883,0.11005342649639811,3,DenseNet121
